BALANCE_DATE,BALANCE,AMOUNT_USD,POOL_NAME,SYMBOL,USER_ADDRESS
2021-08-10T00:00:00Z,50522070.82745,50539576.04209121,USDC-USDT 500 10 UNI-V3 LP,USDT,0x7858e59e0c01ea06df3af3d20ac7b0003275d4bf
2021-08-08T00:00:00Z,9383945.69258448,9390119.093552502,DAI-USDT 500 10 UNI-V3 LP,DAI,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-08T00:00:00Z,5800626.121858,5802088.385782314,DAI-USDT 500 10 UNI-V3 LP,USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-09T00:00:00Z,9,9.008707880976077,DAI-USDT 3000 60 UNI-V3 LP,DAI,0x4773e2c1c0b400a16dfec4ca6e305141859a5542
2021-08-09T00:00:00Z,0.000002,0.0000020005178261708646,DAI-USDT 3000 60 UNI-V3 LP,USDT,0x4773e2c1c0b400a16dfec4ca6e305141859a5542
2021-08-27T00:00:00Z,10470510.9541432,10478910.44449937,DAI-USDT 500 10 UNI-V3 LP,DAI,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-27T00:00:00Z,13781832.16887,13789721.490168532,DAI-USDT 500 10 UNI-V3 LP,USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-05T00:00:00Z,52.0580510254736,52.11410593262166,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-05T00:00:00Z,31.270882,31.278008934140317,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-04T00:00:00Z,52.0580510254736,52.11910813255807,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-04T00:00:00Z,31.270882,31.27918338519146,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-12T00:00:00Z,63951214.4067285,64001708.40794794,DAI-USDC 500 10 UNI-V3 LP,DAI,0x6c6bc977e13df9b0de53b251522280bb72383700
2021-08-12T00:00:00Z,49427351.830765,49431864.21670718,DAI-USDC 500 10 UNI-V3 LP,USDC,0x6c6bc977e13df9b0de53b251522280bb72383700
2021-08-17T00:00:00Z,52.0580510254736,52.09523566334017,DAI-USDC 10000 200 UNI-V3 LP,DAI,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-17T00:00:00Z,31.270882,31.27365346560267,DAI-USDC 10000 200 UNI-V3 LP,USDC,0x6958686b6348c3d6d5f2dca3106a5c09c156873a
2021-08-14T00:00:00Z,9589.81336426726,9601.129056306916,DAI-USDC 3000 60 UNI-V3 LP,DAI,0xa63b490aa077f541c9d64bfc1cc0db2a752157b5
2021-08-14T00:00:00Z,5588.971079,5588.236755447004,DAI-USDC 3000 60 UNI-V3 LP,USDC,0xa63b490aa077f541c9d64bfc1cc0db2a752157b5
2021-08-16T00:00:00Z,4228.098514,4227.7109610522475,USDC-USDT 3000 60 UNI-V3 LP,USDC,0xee4cf3b78a74affa38c6a926282bcd8b5952818d
2021-08-16T00:00:00Z,14257.337402,14264.3555367731,USDC-USDT 3000 60 UNI-V3 LP,USDT,0xee4cf3b78a74affa38c6a926282bcd8b5952818d
2021-08-23T00:00:00Z,9589.81336426726,9600.368596940669,DAI-USDC 3000 60 UNI-V3 LP,DAI,0xa63b490aa077f541c9d64bfc1cc0db2a752157b5
2021-08-23T00:00:00Z,5588.97108,5589.448501812821,DAI-USDC 3000 60 UNI-V3 LP,USDC,0xa63b490aa077f541c9d64bfc1cc0db2a752157b5
2021-08-23T00:00:00Z,56465686.8950755,56527837.05802467,DAI-USDC 500 10 UNI-V3 LP,DAI,0x6c6bc977e13df9b0de53b251522280bb72383700
2021-08-23T00:00:00Z,38688672.193003,38691977.061779305,DAI-USDC 500 10 UNI-V3 LP,USDC,0x6c6bc977e13df9b0de53b251522280bb72383700
2021-08-25T00:00:00Z,9233141.84826051,9240768.43375581,DAI-USDT 500 10 UNI-V3 LP,DAI,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-25T00:00:00Z,14416609.342032,14420868.389146188,DAI-USDT 500 10 UNI-V3 LP,USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-20T00:00:00Z,10593979.523679,10599644.315621745,DAI-USDT 500 10 UNI-V3 LP,DAI,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-20T00:00:00Z,6560234.34306,6560373.004676135,DAI-USDT 500 10 UNI-V3 LP,USDT,0x6f48eca74b38d2936b02ab603ff4e36a6c0e3a77
2021-08-17T00:00:00Z,9589.81336426726,9596.663289113347,DAI-USDC 3000 60 UNI-V3 LP,DAI,0xa63b490aa077f541c9d64bfc1cc0db2a752157b5
2021-08-17T00:00:00Z,5588.971079,5589.466416518774,DAI-USDC 3000 60 UNI-V3 LP,USDC,0xa63b490aa077f541c9d64bfc1cc0db2a752157b5
