BLOCK_TIMESTAMP,TX_ID,USER,SWAP_IN_AMT,SWAP_OUT_AMT,TOKEN_IN,TOKEN_OUT,TOKEN_IN_SYMBOL,TOKEN_OUT_SYMBOL,TOKEN_IN_USD,TOKEN_OUT_USD,SLIPPAGE
2021-08-02T06:31:54Z,0x609e3a3f691fd3d908d95b3f6ee3963a861ef47ca045ff48f4a89b1722b1d734,0x0000000000f4def5f3572c846b1483daf4588d8f,43062.5,43016.069017743204,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6b175474e89094c44da98b954eedeac495271d0f,USDC,DAI,43076.63627462873,43068.238207377064,0.009748771824395586
2021-08-02T06:28:59Z,0x65b5cadde4d7c1ad058ef76f1fdd4b73bb7c8fffa6ce1a1ac7cee5ec1014640a,0x89bd2afd044bb59eb0d436fa502ef732cf3e4c68,650877.299706,650235.8767368469,0xdac17f958d2ee523a2206206994597c13d831ec7,0x6b175474e89094c44da98b954eedeac495271d0f,USDT,DAI,651180.5086348389,651024.4722439406,0.011982475354454876
2021-08-02T06:25:11Z,0x2ff307b356561f8b6334dcd73932ccd46bb47fdf062f22ce129bd05027e3bee3,0x0000000000f4def5f3572c846b1483daf4588d8f,56012.440689,55952.314774021615,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6b175474e89094c44da98b954eedeac495271d0f,USDC,DAI,56030.828085091845,56020.17283233688,0.009509288330959837
2021-08-02T06:19:32Z,0xd9ef2250e29b683561fcef694641b98c306ce21e9353daa0442947089cefe4eb,0x920eb8ca79f07eb3bfc39c324c8113948ed3104c,4986.126558,4985.06764,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,4988.449327734616,4986.704105258678,0.017495695556578896
2021-08-02T06:16:05Z,0x124354cceac46fef5984f1c223a46a982ccb629216b2dfaca4d9e67c0d858c81,0x8bf6ac17dfb84abb92da1c9e8d5e7c9a8d62870a,57746.328432,57734.067969,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,57773.22935848208,57753.0205295862,0.017492845925022836
2021-08-02T05:58:29Z,0x4c63455f57e8498c7a5bfbd5adeadf4dd54cbd7fb211149edee4fed2d96acca3,0xf0e8e69703ce72224463b508b7ee0c3180279d0d,50000,49946.25106085563,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6b175474e89094c44da98b954eedeac495271d0f,USDC,DAI,49976.83223065198,49999.84156055901,-0.023014698363628325
2021-08-02T05:52:32Z,0x00e8656d4653f60bd241472888944d1b6e382d2016eed4c52e6cccb3105416de,0x973ba4319875ce2386604b07cadf9862509d9124,572.791822,572.670148,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,573.0742622773618,572.4047982019728,0.058444025603474996
2021-08-02T05:39:18Z,0x29d16cbeb964e1f097787a6e7ce7c0637acd93311ff82b7d49333ff42bee6e0b,0x4a14347083b80e5216ca31350a2d21702ac3650d,2000,1999.225464,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,USDC,USDT,1999.073289226079,2000.2112703136956,-0.028454616586414242
2021-08-02T05:26:37Z,0x18415fbdbd989d346b1f54828629e937f5169d573909de6a9c00c00035335063,0x1678b549be696b1dfce9f0639d996a82409e1ea1,37109,37101.101149,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDT,USDC,37127.29822956623,37083.91015392044,0.05846566386788832
2021-08-02T05:10:11Z,0x7848413bef8c7abcd71f3c427ede439f05f690c9333ddd02b761b8a03c60d9a7,0x7c34ee7fbb96499b4e5f1880722e064c469226ae,10571.586755013896,10576.595479,0x6b175474e89094c44da98b954eedeac495271d0f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,DAI,USDC,10582.92968075558,10571.694756509103,0.05310859703416087
